# Vesper carve verdict, first pass
#
# Produced from a converged ExoPlaSim climatology: T21,
# 0.945 S-Earth, vegetated land surface, glaciers enabled,
# 281.07 K, climatology baseline_regular_climatology.nc.
# Terrain 2004672995403ead, basin catalogue unchanged.
#
# A basin overflows when more water arrives than its lake surface can evaporate,
#     Q = runoff * (catchment - area_at_spill) - (E - P) * area_at_spill  >  0
# and retain is then what that Q can cut against how deep the basin is,
#     retain = 1 - 963.0 * erodibility * slope^1 * Q^0.5 / depth_at_spill
# in metres, where slope is the outlet channel's own gradient relative to the
# population's, and the coefficient is solved against the density of Earth's own
# standing through-flowing impounded basins rather than declared. Open-water
# evaporation is the Penman combination equation with water's albedo and
# roughness, validated against the model over ocean cells to within
# 15.0%.
# Catchment runoff is precipitation minus evaporation over the catchment; see the sidecar.
#
#   retain 1.0   4597 basins  closed: the lake surface evaporates all that arrives
#   retain 0<r<1   60 basins  a notch: the outlet is cut, but not to the floor
#   retain 0.0   4115 basins  carved
#                               0 of them carried forward, 4115 decided here
#
#   33 of the entries above hold no water at spill at all: the
# drainage conditioning took their rim down to their floor, and the catalogue
# publishes them as preserved anyway. 25 of them carve here, on the 1 m
# depth guard rather than on a water balance. notes/audits/basin-catalogue-floor.md.
#
# The counts above are of the whole 8772-entry catalogue. This pass could
# only decide the 8772 basins the current build still has; the rest were
# carved by an earlier pass and are held at 0 to keep the loop monotone.
#
# THE BASIS. retain here is a fraction of the depression's NATURAL spill depth,
# in the generator's dimensionless elevation parameter -- the depth
# buildBasinProtection spends (1 - retain) against, and the only depth that
# exists when protection is built. The incision above is a LENGTH in metres
# against the FINISHED depression, so it is converted before it is written:
#     retain = 1 - (1 - retain_finished) * retainedFraction
# using this build's own natural-to-final ratio as the estimate of the next
# generation's. Both endpoints pass through exactly, and the sidecar carries
# the ratio's population spread as the bracket on that estimate.
#   36 entries had no ratio to convert with and are all at retain 0.
#
# Carved basins are listed explicitly at retain 0, so this file is the
# complete verdict.
#
# id                                    retain

orogen-basin-r31d0n-9x0540             1.0000
orogen-basin-r5624-1j38frs             1.0000
orogen-basin-r6jhe-98fezs              1.0000
orogen-basin-r9jne-o72map              1.0000
orogen-basin-r2xmi8-1n9y7m4            1.0000
orogen-basin-r15xaw-r1obgc             1.0000
orogen-basin-r1j8ir-rm9wyj             1.0000
orogen-basin-r33t2-8luo10              1.0000
orogen-basin-rm81g-1cki23g             1.0000
orogen-basin-r4fbjf-mj32xx             1.0000
orogen-basin-r2n56u-oulpre             1.0000
orogen-basin-r5d4vg-djbjcn             1.0000
orogen-basin-rljo6-pefrhg              1.0000
orogen-basin-r5r9sz-11kyixp            1.0000
orogen-basin-r2x1u0-1l1e4ae            1.0000
orogen-basin-r27a5j-1g3iytj            1.0000
orogen-basin-r3gu2c-i9qvko             1.0000
orogen-basin-r3c6m1-1a38e2s            1.0000
orogen-basin-r5hsl4-w1y0cd             1.0000
orogen-basin-r50mmo-u9zu16             1.0000
orogen-basin-r3n16e-1b4g5k5            1.0000
orogen-basin-r30drn-apog1i             1.0000
orogen-basin-r5a922-1432ddk            1.0000
orogen-basin-r4vrzy-1dfq391            1.0000
orogen-basin-r36jgv-5cfn7f             1.0000
orogen-basin-r1t6wq-1azr1cd            1.0000
orogen-basin-r5hs9c-2tc3is             1.0000
orogen-basin-r2bqwp-19z1q27            1.0000
orogen-basin-r2yelj-1t3tb9m            1.0000
orogen-basin-rq9su-1f4iz5o             1.0000
orogen-basin-r4rei3-13x9x75            1.0000
orogen-basin-r483hr-1d8h8a1            1.0000
orogen-basin-rt1qo-cs6d0q              1.0000
orogen-basin-r4yash-10scaew            1.0000
orogen-basin-r14see-dhithz             1.0000
orogen-basin-r4ol46-571yaw             1.0000
orogen-basin-rsod6-g728cl              1.0000
orogen-basin-r3j0vy-76ybar             1.0000
orogen-basin-r2p0vc-39agdc             1.0000
orogen-basin-r32m8n-1w2f1yp            1.0000
orogen-basin-r5s20p-1ncrgco            1.0000
orogen-basin-rsamo-154nn63             1.0000
orogen-basin-r4zhlz-164qmha            1.0000
orogen-basin-r4udqt-qwg70d             1.0000
orogen-basin-r23spf-iaj3j0             1.0000
orogen-basin-r21by9-11nbtii            1.0000
orogen-basin-rai4p-kl6npq              1.0000
orogen-basin-r52qbn-1dcjf7m            1.0000
orogen-basin-r1xenk-17qu7cb            1.0000
orogen-basin-r4wf2i-1q9rwek            1.0000
orogen-basin-r3gb87-1sw43tp            1.0000
orogen-basin-rrtqk-czei3g              1.0000
orogen-basin-r2kb6i-1m1wmkg            1.0000
orogen-basin-r8ybi-jeqiy8              1.0000
orogen-basin-r26j02-cicgav             1.0000
orogen-basin-r1eyzi-a1dh85             1.0000
orogen-basin-r3lb3a-znl60x             1.0000
orogen-basin-r2m4hj-1t3pura            1.0000
orogen-basin-r5guen-1b9r0iw            1.0000
orogen-basin-rw9of-nifdbl              1.0000
orogen-basin-r1pnpf-e5j4xh             1.0000
orogen-basin-r51ask-1e8sto5            1.0000
orogen-basin-r34l9o-1y61huc            1.0000
orogen-basin-r1ecbh-95ge9p             1.0000
orogen-basin-r5evtd-1whqb4m            1.0000
orogen-basin-r4mw8d-1wvu73t            1.0000
orogen-basin-rslx8-1tfyinc             1.0000
orogen-basin-r2awvg-kuj1u2             1.0000
orogen-basin-r3tynd-1lf8xcl            1.0000
orogen-basin-r4n6t8-5cknp6             1.0000
orogen-basin-r4x3r1-pajym1             1.0000
orogen-basin-r24uad-f6i7xq             1.0000
orogen-basin-r4safh-6bpfuz             1.0000
orogen-basin-r64kl-1yemdka             1.0000
orogen-basin-r26407-opj5bc             1.0000
orogen-basin-r381np-170se32            1.0000
orogen-basin-r3vc1c-1ts1uh7            1.0000
orogen-basin-r2leq2-1pi704j            1.0000
orogen-basin-r45oou-1aijzjw            1.0000
orogen-basin-r340gp-1k0idls            1.0000
orogen-basin-r4dfsb-1tlkw5f            1.0000
orogen-basin-rujcw-yc0gs8              1.0000
orogen-basin-r29rg0-1ivkpaq            1.0000
orogen-basin-r28ht4-1vklf7j            1.0000
orogen-basin-r37jur-qlxat3             1.0000
orogen-basin-r4yag4-17c36p4            1.0000
orogen-basin-r43y2-1vcou8v             1.0000
orogen-basin-r2wwuz-nmhox9             1.0000
orogen-basin-r2if6n-f918jy             1.0000
orogen-basin-r1pj3j-10x4z5a            1.0000
orogen-basin-ra5nj-1m21r7z             1.0000
orogen-basin-r1slds-1o5vay5            1.0000
orogen-basin-r2jjrr-bqwbw7             1.0000
orogen-basin-r21551-1avoj3o            1.0000
orogen-basin-r1m4ju-tt5mdp             1.0000
orogen-basin-r4hr1x-7vzglq             1.0000
orogen-basin-rfquq-pvgqe0              1.0000
orogen-basin-r5hh2p-1gfwb8k            1.0000
orogen-basin-r4n8e3-1v2g1rc            1.0000
orogen-basin-r3de7r-cfp9ys             1.0000
orogen-basin-rtkxz-6qr9g0              1.0000
orogen-basin-r540su-pqvrkl             1.0000
orogen-basin-r54c5v-cx34ue             1.0000
orogen-basin-r5mr7c-52n1zy             1.0000
orogen-basin-r250n0-hptgki             1.0000
orogen-basin-r4pb28-p3201v             1.0000
orogen-basin-r2jfth-151ahoj            1.0000
orogen-basin-r4o9jr-ab1eux             1.0000
orogen-basin-rn74n-135l224             1.0000
orogen-basin-r3c2qh-1ptp7th            1.0000
orogen-basin-r4l0fg-1sgyc8h            1.0000
orogen-basin-r2yefg-1t4tjbe            1.0000
orogen-basin-r2vpdw-196uz9f            1.0000
orogen-basin-r3pqel-y74txi             1.0000
orogen-basin-rab6v-1d2r08              1.0000
orogen-basin-r1i5i9-v1z1fj             1.0000
orogen-basin-r42dk2-15dmz9a            1.0000
orogen-basin-r7my9-18xvg79             1.0000
orogen-basin-r4ucxi-1v7dvn6            1.0000
orogen-basin-r6ab5-mdq2on              1.0000
orogen-basin-r4x3if-1e1tsyv            1.0000
orogen-basin-r3m8mk-1l3734t            1.0000
orogen-basin-r4f5zy-5zbdi2             1.0000
orogen-basin-r56qx-1qxj3vf             1.0000
orogen-basin-r4zftg-1vqwi9d            1.0000
orogen-basin-r19em7-1wu8zgs            1.0000
orogen-basin-r5qt8a-14vkxc9            1.0000
orogen-basin-ruutj-zx9l45              1.0000
orogen-basin-r4uyk0-r15qjk             1.0000
orogen-basin-rlqly-asi3rw              1.0000
orogen-basin-r4p2by-1iu4tek            1.0000
orogen-basin-r1xjs9-19rwu4c            1.0000
orogen-basin-r2t53w-1ndqbr             1.0000
orogen-basin-r4wlqi-wrjtl4             1.0000
orogen-basin-r2xeq7-6i9oru             1.0000
orogen-basin-r1nut9-45ycw6             1.0000
orogen-basin-r4xmuk-14s49yq            1.0000
orogen-basin-r2u11a-kjm0wg             1.0000
orogen-basin-r3pzih-1p56xu7            1.0000
orogen-basin-r34x3w-35i937             1.0000
orogen-basin-r59cnk-wmo84b             1.0000
orogen-basin-r22kjh-1n601y5            1.0000
orogen-basin-r51om4-m49qwd             1.0000
orogen-basin-r4r32q-9t7gr              1.0000
orogen-basin-r4swn-40930f              1.0000
orogen-basin-r2b78x-hmuqiy             1.0000
orogen-basin-rc1lj-1t7ewcc             1.0000
orogen-basin-r3gp0w-12ukf75            1.0000
orogen-basin-r3lq76-1po5m8q            1.0000
orogen-basin-r4kqsk-bfqgb9             1.0000
orogen-basin-r6684-1kup0hm             1.0000
orogen-basin-r5372l-1sf9rgc            1.0000
orogen-basin-r5gneg-9u259j             1.0000
orogen-basin-rtw38-hb7spd              1.0000
orogen-basin-r4v7pl-2sfr4i             1.0000
orogen-basin-r42duh-1v6jcg             1.0000
orogen-basin-r2aq7a-16q5xgl            1.0000
orogen-basin-r302xt-1avophd            1.0000
orogen-basin-r5cagw-om03on             1.0000
orogen-basin-r2dnqy-17h9ddd            1.0000
orogen-basin-r3410d-15epsvo            1.0000
orogen-basin-r5mzno-ho9bzm             1.0000
orogen-basin-rb5qm-1sl8c9h             1.0000
